person_id,accountNumber,age,years_of_experience,income_bracket,housing_status,base_salary_sar,fixed_allowances_sar,variable_allowances_avg_sar,has_mortgage,rent_sar,credit_card_balance_sar,loan_term_months,gross_salary_sar,employment_type,mortgage_installment_sar,other_loan_installments_sar,credit_card_min_payment_sar,requested_loan_amount_sar,loan_int_rate,new_loan_installment_sar,salary_linked_obligations_sar,total_obligations_sar,salary_dbr,total_obligation_ratio,salary_cap,total_cap,loan_percent_income,eligible_sama,has_active_request
117,100000117,55,34,1,rent,5635.9,1127.18,724.88,0,1379.48,6318.61,60,7487.96,employee,0.0,946.43,315.93,29682.42,13.4,681.46,1943.82,1943.82,0.2596,0.2596,0.3333,0.45,0.3303,1,1
118,100000118,60,37,3,rent,39632.8,7926.56,5484.43,0,7642.71,0.0,60,53043.79,employee,0.0,5636.22,0.0,615436.13,5.61,11786.82,17423.04,17423.04,0.3285,0.3285,0.3333,0.45,0.9669,1,1
119,100000119,33,9,1,rent,7160.71,1432.14,964.38,0,1771.98,4773.68,60,9557.23,employee,0.0,0.0,238.68,150966.53,13.12,3444.23,3682.91,3682.91,0.3854,0.3854,0.3333,0.45,1.3163,0,1
120,100000120,30,7,2,mortgage,13299.27,2659.85,1803.45,1,0.0,13461.51,60,17762.58,employee,3237.83,0.0,673.08,275756.81,13.59,6357.91,7030.99,10268.82,0.3958,0.5781,0.3333,0.65,1.2937,0,1
121,100000121,30,7,1,rent,5576.43,1115.29,749.04,0,1579.21,3081.61,60,7440.76,employee,0.0,0.0,154.08,106244.49,16.09,2588.74,2742.82,2742.82,0.3686,0.3686,0.3333,0.45,1.1899,0,1
122,100000122,32,8,2,rent,13927.65,2785.53,1881.37,0,3438.08,12199.14,60,18594.55,employee,0.0,0.0,609.96,193338.77,17.37,4843.51,5453.47,5453.47,0.2933,0.2933,0.3333,0.45,0.8665,1,1
123,100000123,33,13,1,rent,4455.17,891.03,573.65,0,1108.56,3072.48,60,5919.85,employee,0.0,0.0,153.62,105427.19,6.87,2081.12,2234.74,2234.74,0.3775,0.3775,0.3333,0.45,1.4841,0,1
124,100000124,29,6,3,rent,33306.27,6661.25,4404.59,0,10461.77,0.0,60,44372.12,employee,0.0,0.0,0.0,515929.58,10.19,11010.27,11010.27,11010.27,0.2481,0.2481,0.3333,0.45,0.9689,1,1
125,100000125,30,8,2,rent,14742.44,2948.49,2036.31,0,4038.5,15911.91,60,19727.23,employee,0.0,0.0,795.6,219149.47,5.05,4140.64,4936.24,4936.24,0.2502,0.2502,0.3333,0.45,0.9257,1,1
126,100000126,53,32,1,rent,9749.72,1949.94,1390.01,0,2358.26,13722.37,60,13089.68,employee,0.0,0.0,686.12,57965.18,5.51,1107.47,1793.59,1793.59,0.137,0.137,0.3333,0.45,0.369,1,1
127,100000127,24,3,1,rent,4177.19,835.44,575.97,0,951.76,0.0,60,5588.6,employee,0.0,624.26,0.0,98397.42,15.66,2375.09,2999.35,2999.35,0.5367,0.5367,0.3333,0.45,1.4672,0,1
128,100000128,61,0,2,rent,13370.89,2674.18,1855.85,0,3263.14,12444.01,60,17900.91,retired,0.0,0.0,622.2,79532.68,11.33,1742.35,2364.55,2364.55,0.1321,0.1321,0.25,0.45,0.3702,1,1
129,100000129,32,12,1,rent,10853.73,2170.75,1466.33,0,2305.53,12436.41,60,14490.81,employee,0.0,1389.02,621.82,149251.85,9.91,3164.56,5175.4,5175.4,0.3572,0.3572,0.3333,0.45,0.8583,0,1
130,100000130,35,11,1,rent,5348.57,1069.71,750.42,0,1699.38,2734.89,60,7168.7,employee,0.0,0.0,136.74,71744.99,13.47,1649.73,1786.47,1786.47,0.2492,0.2492,0.3333,0.45,0.834,1,1
131,100000131,42,21,3,rent,24770.72,4954.14,3386.12,0,4766.83,0.0,60,33110.98,employee,0.0,0.0,0.0,119421.15,12.26,2672.17,2672.17,2672.17,0.0807,0.0807,0.3333,0.45,0.3006,1,1
132,100000132,56,34,2,mortgage,12938.61,2587.72,1764.15,1,0.0,10674.26,60,17290.48,employee,3057.16,0.0,533.71,176654.02,14.69,4173.9,4707.61,7764.77,0.2723,0.4491,0.3333,0.65,0.8514,1,1
133,100000133,62,0,1,rent,4828.32,965.66,631.04,0,1145.68,0.0,60,6425.03,retired,0.0,699.95,0.0,92761.39,8.89,1920.63,2620.58,2620.58,0.4079,0.4079,0.25,0.45,1.2031,0,1
134,100000134,25,5,1,rent,9990.27,1998.05,1259.72,0,3139.99,0.0,60,13248.05,employee,0.0,0.0,0.0,92355.62,6.68,1814.84,1814.84,1814.84,0.137,0.137,0.3333,0.45,0.5809,1,1
135,100000135,48,28,3,rent,34842.48,6968.5,4784.1,0,7398.07,0.0,60,46595.08,employee,0.0,0.0,0.0,440037.51,16.56,10832.23,10832.23,10832.23,0.2325,0.2325,0.3333,0.45,0.787,1,1
136,100000136,59,39,2,rent,17746.49,3549.3,2365.45,0,4684.0,24255.79,60,23661.24,employee,0.0,1552.16,1212.79,73494.91,16.04,1788.82,4553.77,4553.77,0.1925,0.1925,0.3333,0.45,0.2588,1,1
137,100000137,45,25,1,rent,4751.79,950.36,668.32,0,1339.38,1551.06,60,6370.47,employee,0.0,476.41,77.55,85220.9,11.17,1860.14,2414.1,2414.1,0.379,0.379,0.3333,0.45,1.1148,0,1
138,100000138,27,7,1,rent,5880.79,1176.16,799.71,0,1425.14,6827.4,60,7856.65,employee,0.0,0.0,341.37,44389.29,12.08,989.21,1330.58,1330.58,0.1694,0.1694,0.3333,0.45,0.4708,1,1
139,100000139,49,26,1,mortgage,10106.9,2021.38,1313.11,1,0.0,3062.26,60,13441.39,employee,3478.03,0.0,153.11,211321.08,12.0,4700.72,4853.83,8331.86,0.3611,0.6199,0.3333,0.55,1.3101,0,1
140,100000140,65,0,2,mortgage,14321.1,2864.22,1903.0,1,0.0,0.0,60,19088.32,retired,3565.34,2449.86,0.0,178947.07,11.73,3956.21,6406.07,9971.41,0.3356,0.5224,0.25,0.65,0.7812,0,1
141,100000141,26,3,2,rent,13335.82,2667.16,1868.74,0,3399.67,0.0,60,17871.72,employee,0.0,0.0,0.0,255995.02,16.82,6337.39,6337.39,6337.39,0.3546,0.3546,0.3333,0.45,1.1937,0,1
142,100000142,36,16,3,rent,22247.42,4449.48,3015.43,0,6819.94,33970.15,60,29712.33,employee,0.0,0.0,1698.51,551135.5,14.83,13062.35,14760.86,14760.86,0.4968,0.4968,0.3333,0.45,1.5458,0,1
143,100000143,45,25,2,rent,18442.91,3688.58,2519.72,0,5741.79,0.0,60,24651.21,employee,0.0,2246.6,0.0,361879.1,16.74,8943.11,11189.71,11189.71,0.4539,0.4539,0.3333,0.45,1.2233,0,1
144,100000144,56,0,1,rent,4461.66,892.33,591.65,0,1339.55,2835.69,60,5945.65,retired,0.0,0.0,141.78,59831.37,8.65,1231.86,1373.64,1373.64,0.231,0.231,0.25,0.45,0.8386,1,1
145,100000145,39,17,2,rent,15573.4,3114.68,2038.98,0,4933.94,12654.51,60,20727.07,employee,0.0,0.0,632.73,94246.68,8.86,1950.01,2582.74,2582.74,0.1246,0.1246,0.3333,0.45,0.3789,1,1
146,100000146,39,15,2,mortgage,16219.22,3243.84,2171.74,1,0.0,0.0,60,21634.8,employee,4696.76,0.0,0.0,291237.86,7.66,5857.98,5857.98,10554.74,0.2708,0.4879,0.3333,0.65,1.1218,1,1
147,100000147,67,0,2,rent,11429.9,2285.98,1563.47,0,2953.95,8081.35,60,15279.34,retired,0.0,0.0,404.07,57591.28,9.13,1199.14,1603.21,1603.21,0.1049,0.1049,0.25,0.45,0.3141,1,1
148,100000148,28,4,1,rent,7978.67,1595.73,1036.71,0,2427.0,0.0,60,10611.11,employee,0.0,0.0,0.0,95779.47,5.82,1843.68,1843.68,1843.68,0.1737,0.1737,0.3333,0.45,0.7522,1,1
149,100000149,45,22,1,mortgage,8993.23,1798.65,1135.2,1,0.0,11258.1,60,11927.08,employee,2871.36,0.0,562.9,204998.72,12.91,4654.91,5217.81,8089.17,0.4375,0.6782,0.3333,0.55,1.4323,0,1
150,100000150,18,0,1,rent,6800.29,1360.06,931.07,0,1276.25,8469.03,60,9091.42,employee,0.0,0.0,423.45,140925.7,17.5,3540.37,3963.82,3963.82,0.436,0.436,0.3333,0.45,1.2917,0,1
151,100000151,58,0,1,mortgage,7582.51,1516.5,1020.01,1,0.0,0.0,60,10119.02,retired,2353.43,0.0,0.0,107812.93,10.22,2302.39,2302.39,4655.82,0.2275,0.4601,0.25,0.55,0.8879,1,1
152,100000152,39,15,1,rent,9314.26,1862.85,1212.01,0,2006.72,0.0,60,12389.12,employee,0.0,0.0,0.0,191299.44,6.23,3718.85,3718.85,3718.85,0.3002,0.3002,0.3333,0.45,1.2867,1,1
153,100000153,29,9,1,rent,8533.38,1706.68,1168.19,0,2678.29,2360.03,60,11408.25,employee,0.0,0.0,118.0,127543.38,7.26,2541.19,2659.19,2659.19,0.2331,0.2331,0.3333,0.45,0.9317,1,1
154,100000154,61,0,1,rent,11094.23,2218.85,1416.81,0,2346.53,0.0,60,14729.88,retired,0.0,784.67,0.0,65699.63,12.31,1471.76,2256.43,2256.43,0.1532,0.1532,0.25,0.45,0.3717,1,1
155,100000155,32,11,1,rent,6833.77,1366.75,917.65,0,1896.99,5828.29,60,9118.17,employee,0.0,0.0,291.41,32402.22,14.56,763.38,1054.79,1054.79,0.1157,0.1157,0.3333,0.45,0.2961,1,1
156,100000156,37,17,3,rent,34164.7,6832.94,4857.9,0,7741.96,33597.33,60,45855.55,employee,0.0,0.0,1679.87,811414.36,12.54,18271.66,19951.53,19951.53,0.4351,0.4351,0.3333,0.45,1.4746,0,1
157,100000157,51,29,3,mortgage,21979.06,4395.81,3087.05,1,0.0,11783.61,60,29461.93,employee,6356.13,2724.51,589.18,218105.47,6.69,4286.92,7600.61,13956.74,0.258,0.4737,0.3333,0.65,0.6169,1,1
158,100000158,27,5,1,rent,7906.73,1581.35,1048.16,0,1710.11,11296.46,60,10536.24,employee,0.0,0.0,564.82,59371.85,16.08,1446.33,2011.15,2011.15,0.1909,0.1909,0.3333,0.45,0.4696,1,1
159,100000159,30,8,2,rent,13707.85,2741.57,1728.14,0,3259.5,0.0,60,18177.56,employee,0.0,0.0,0.0,147436.91,7.03,2921.51,2921.51,2921.51,0.1607,0.1607,0.3333,0.45,0.6759,1,1
160,100000160,57,0,1,rent,9643.59,1928.72,1253.09,0,2524.86,0.0,60,12825.4,retired,0.0,0.0,0.0,41488.54,12.99,943.78,943.78,943.78,0.0736,0.0736,0.25,0.45,0.2696,1,1
161,100000161,53,29,2,rent,17366.24,3473.25,2288.91,0,5171.35,18430.18,60,23128.39,employee,0.0,0.0,921.51,430094.31,11.89,9543.32,10464.83,10464.83,0.4525,0.4525,0.3333,0.45,1.5497,0,1
162,100000162,40,20,2,rent,13509.58,2701.92,1788.67,0,4166.14,7477.01,60,18000.17,employee,0.0,0.0,373.85,92496.13,5.43,1763.8,2137.65,2137.65,0.1188,0.1188,0.3333,0.45,0.4282,1,1
163,100000163,49,27,2,mortgage,11985.64,2397.13,1602.24,1,0.0,5120.27,60,15985.01,employee,3504.36,1833.66,256.01,175498.98,12.74,3969.82,6059.49,9563.85,0.3791,0.5983,0.3333,0.65,0.9149,0,1
164,100000164,65,0,1,mortgage,10905.72,2181.14,1438.33,1,0.0,0.0,60,14525.2,retired,3584.44,0.0,0.0,73308.57,11.17,1600.13,1600.13,5184.57,0.1102,0.3569,0.25,0.55,0.4206,1,1
165,100000165,53,30,1,mortgage,9399.04,1879.81,1253.3,1,0.0,10389.17,60,12532.15,employee,2495.76,0.0,519.46,217423.41,17.39,5449.23,5968.69,8464.45,0.4763,0.6754,0.3333,0.55,1.4458,0,1
166,100000166,24,1,1,rent,10164.24,2032.85,1364.35,0,2826.95,9827.63,60,13561.44,employee,0.0,0.0,491.38,174542.4,17.26,4362.27,4853.65,4853.65,0.3579,0.3579,0.3333,0.45,1.0725,0,1
167,100000167,58,34,3,mortgage,44074.13,8814.83,5744.35,1,0.0,0.0,60,58633.3,employee,14279.38,5831.59,0.0,528660.7,7.48,10588.25,16419.84,30699.22,0.28,0.5236,0.3333,0.65,0.7514,1,1
168,100000168,53,30,3,mortgage,41869.1,8373.82,5757.75,1,0.0,0.0,60,56000.67,employee,10019.86,2827.71,0.0,1059507.52,16.65,26132.51,28960.22,38980.08,0.5171,0.6961,0.3333,0.65,1.5766,0,1
169,100000169,68,0,1,mortgage,8913.36,1782.67,1210.16,1,0.0,7739.0,60,11906.19,retired,2064.19,516.85,386.95,155094.25,5.08,2932.51,3836.31,5900.5,0.3222,0.4956,0.25,0.55,1.0855,0,1
170,100000170,41,21,1,mortgage,7501.13,1500.23,1012.54,1,0.0,5842.61,60,10013.89,employee,2284.55,796.74,292.13,152753.0,4.86,2872.85,3961.72,6246.27,0.3956,0.6238,0.3333,0.55,1.2712,0,1
171,100000171,44,21,3,mortgage,34518.23,6903.65,4716.75,1,0.0,45824.99,60,46138.62,employee,8829.3,1426.31,2291.25,802365.01,8.32,16392.23,20109.79,28939.09,0.4359,0.6272,0.3333,0.65,1.4492,0,1
172,100000172,55,0,2,mortgage,16495.46,3299.09,2292.54,1,0.0,0.0,60,22087.09,retired,3884.72,0.0,0.0,147193.89,8.83,3043.37,3043.37,6928.09,0.1378,0.3137,0.25,0.65,0.5554,1,1
173,100000173,60,0,1,mortgage,6355.05,1271.01,879.59,1,0.0,3227.8,60,8505.65,retired,1404.84,0.0,161.39,158777.95,15.91,3853.58,4014.97,5419.81,0.472,0.6372,0.25,0.55,1.5556,0,1
174,100000174,62,0,1,rent,10220.38,2044.08,1365.21,0,2401.42,0.0,60,13629.66,retired,0.0,1414.18,0.0,205896.73,9.34,4308.13,5722.31,5722.31,0.4198,0.4198,0.25,0.45,1.2589,0,1
175,100000175,63,39,2,mortgage,13163.03,2632.61,1809.37,1,0.0,12365.82,60,17605.0,employee,3696.77,0.0,618.29,203548.37,5.94,3929.48,4547.77,8244.54,0.2583,0.4683,0.3333,0.65,0.9635,1,1
176,100000176,44,22,3,rent,21248.05,4249.61,2730.56,0,5404.73,0.0,60,28228.22,employee,0.0,0.0,0.0,311926.05,14.08,7270.92,7270.92,7270.92,0.2576,0.2576,0.3333,0.45,0.9208,1,1
177,100000177,54,33,2,mortgage,16023.23,3204.65,2135.1,1,0.0,23588.59,60,21362.98,employee,3967.9,1450.95,1179.43,134474.21,15.64,3244.49,5874.87,9842.77,0.275,0.4607,0.3333,0.65,0.5246,1,1
178,100000178,38,14,1,rent,6884.0,1376.8,926.21,0,1343.79,6318.41,60,9187.01,employee,0.0,0.0,315.92,169673.35,12.22,3793.18,4109.1,4109.1,0.4473,0.4473,0.3333,0.45,1.5391,0,1
179,100000179,56,0,1,mortgage,5651.02,1130.2,715.99,1,0.0,0.0,60,7497.22,retired,1694.05,497.42,0.0,60549.1,6.64,1188.69,1686.11,3380.16,0.2249,0.4509,0.25,0.55,0.673,1,1
180,100000180,58,0,1,mortgage,6314.68,1262.94,812.32,1,0.0,9673.36,60,8389.94,retired,1795.21,0.0,483.67,47922.8,4.78,899.54,1383.21,3178.42,0.1649,0.3788,0.25,0.55,0.476,1,1
181,100000181,45,24,3,mortgage,32341.2,6468.24,4296.7,1,0.0,44235.3,60,43106.15,employee,10857.88,0.0,2211.77,251931.83,4.63,4711.68,6923.45,17781.33,0.1606,0.4125,0.3333,0.65,0.487,1,1
182,100000182,51,28,3,mortgage,37741.0,7548.2,5060.14,1,0.0,0.0,60,50349.34,employee,8144.15,0.0,0.0,438519.98,16.5,10780.8,10780.8,18924.95,0.2141,0.3759,0.3333,0.65,0.7258,1,1
183,100000183,58,0,1,rent,8593.25,1718.65,1082.67,0,1872.87,5526.45,60,11394.58,retired,0.0,835.32,276.32,90416.42,6.96,1788.65,2900.29,2900.29,0.2545,0.2545,0.25,0.45,0.6613,0,1
184,100000184,62,42,3,mortgage,34938.6,6987.72,4357.93,1,0.0,0.0,60,46284.25,employee,10845.45,0.0,0.0,186967.3,12.68,4223.52,4223.52,15068.97,0.0913,0.3256,0.3333,0.65,0.3366,1,1
185,100000185,51,30,2,mortgage,16226.08,3245.22,2255.28,1,0.0,22349.16,60,21726.58,employee,3557.17,1293.08,1117.46,75490.15,14.66,1782.46,4193.0,7750.17,0.193,0.3567,0.3333,0.65,0.2895,1,1
186,100000186,58,0,2,mortgage,14402.78,2880.56,1942.24,1,0.0,6998.2,60,19225.58,retired,3747.91,1599.28,349.91,272052.91,16.37,6669.4,8618.59,12366.5,0.4483,0.6432,0.25,0.65,1.1792,0,1
187,100000187,33,13,1,rent,9233.86,1846.77,1226.98,0,2013.8,8095.03,60,12307.61,employee,0.0,1105.42,404.75,231631.14,15.23,5538.49,7048.66,7048.66,0.5727,0.5727,0.3333,0.45,1.5683,0,1
188,100000188,70,0,2,mortgage,12523.97,2504.79,1723.41,1,0.0,4297.3,60,16752.17,retired,3904.48,0.0,214.87,101043.24,10.34,2163.81,2378.68,6283.16,0.142,0.3751,0.25,0.65,0.5026,1,1
189,100000189,39,18,2,mortgage,16349.99,3270.0,2156.46,1,0.0,14122.19,60,21776.45,employee,4796.81,0.0,706.11,124228.7,17.39,3113.51,3819.62,8616.43,0.1754,0.3957,0.3333,0.65,0.4754,1,1
190,100000190,28,6,2,rent,14030.36,2806.07,1855.08,0,3386.69,0.0,60,18691.51,employee,0.0,0.0,0.0,67031.02,14.82,1588.34,1588.34,1588.34,0.085,0.085,0.3333,0.45,0.2988,1,1
191,100000191,33,13,2,mortgage,12905.92,2581.18,1775.0,1,0.0,0.0,60,17262.1,employee,2934.64,0.0,0.0,196285.79,17.21,4900.4,4900.4,7835.04,0.2839,0.4539,0.3333,0.65,0.9476,1,1
192,100000192,66,0,1,rent,5258.73,1051.75,696.76,0,1016.99,0.0,60,7007.24,retired,0.0,0.0,0.0,63340.26,10.21,1352.35,1352.35,1352.35,0.193,0.193,0.25,0.45,0.7533,1,1
193,100000193,62,0,1,mortgage,10333.84,2066.77,1379.16,1,0.0,9183.91,60,13779.77,retired,3375.29,1085.14,459.2,91933.23,8.6,1890.58,3434.92,6810.21,0.2493,0.4942,0.25,0.55,0.556,1,1
194,100000194,62,0,2,mortgage,12602.55,2520.51,1756.45,1,0.0,9701.3,60,16879.51,retired,2930.55,1882.42,485.07,124639.98,12.43,2799.71,5167.2,8097.75,0.3061,0.4797,0.25,0.65,0.6153,0,1
195,100000195,51,27,3,rent,20488.77,4097.75,2678.58,0,6499.65,0.0,60,27265.1,employee,0.0,0.0,0.0,155703.06,13.85,3610.84,3610.84,3610.84,0.1324,0.1324,0.3333,0.45,0.4759,1,1
196,100000196,51,29,2,mortgage,11576.48,2315.3,1593.38,1,0.0,3488.69,60,15485.15,employee,3766.25,1925.92,174.43,52798.08,15.03,1256.89,3357.24,7123.49,0.2168,0.46,0.3333,0.65,0.2841,1,1
197,100000197,59,0,1,rent,9892.53,1978.51,1297.97,0,2334.87,14876.43,60,13169.0,retired,0.0,513.57,743.82,131701.03,11.28,2881.92,4139.31,4139.31,0.3143,0.3143,0.25,0.45,0.8334,0,1
198,100000198,64,0,3,mortgage,21561.26,4312.25,3040.01,1,0.0,20601.78,60,28913.52,retired,6318.77,2983.53,1030.09,174713.91,9.05,3631.01,7644.63,13963.4,0.2644,0.4829,0.25,0.65,0.5036,0,1
199,100000199,29,7,2,mortgage,12312.09,2462.42,1665.14,1,0.0,0.0,60,16439.66,employee,2977.41,0.0,0.0,275922.43,6.84,5442.79,5442.79,8420.2,0.3311,0.5122,0.3333,0.65,1.3987,1,1
200,100000200,29,7,3,rent,41369.34,8273.87,5413.11,0,11573.25,36855.01,60,55056.32,employee,0.0,0.0,1842.75,517759.67,6.6,10154.83,11997.58,11997.58,0.2179,0.2179,0.3333,0.45,0.7837,1,1
201,100000201,46,24,3,mortgage,24607.19,4921.44,2980.32,1,0.0,12972.79,60,32508.95,employee,5722.82,0.0,648.64,297485.11,15.13,7097.47,7746.11,13468.93,0.2383,0.4143,0.3333,0.65,0.7626,1,1
202,100000202,59,0,1,rent,6879.51,1375.9,876.25,0,1594.7,6020.57,60,9131.66,retired,0.0,1039.3,301.03,89263.36,10.63,1924.37,3264.7,3264.7,0.3575,0.3575,0.25,0.45,0.8146,0,1
203,100000203,53,29,3,mortgage,28101.43,5620.29,3634.46,1,0.0,42992.49,60,37356.19,employee,6232.71,1211.21,2149.62,241436.49,14.89,5729.83,9090.66,15323.37,0.2434,0.4102,0.3333,0.65,0.5386,1,1
204,100000204,28,5,1,rent,9655.71,1931.14,1305.44,0,2049.34,0.0,60,12892.29,employee,0.0,1370.37,0.0,94030.95,13.24,2151.06,3521.43,3521.43,0.2731,0.2731,0.3333,0.45,0.6078,1,1
205,100000205,57,0,1,mortgage,9510.01,1902.0,1228.63,1,0.0,0.0,60,12640.64,retired,2971.88,0.0,0.0,46127.12,12.6,1040.11,1040.11,4011.99,0.0823,0.3174,0.25,0.55,0.3041,1,1
206,100000206,61,0,1,mortgage,5861.83,1172.37,787.89,1,0.0,0.0,60,7822.09,retired,1389.61,354.12,0.0,136437.75,16.87,3381.3,3735.42,5125.03,0.4775,0.6552,0.25,0.55,1.4536,0,1
207,100000207,54,32,1,mortgage,9792.53,1958.51,1372.96,1,0.0,0.0,60,13124.0,employee,3321.52,0.0,0.0,147892.42,14.52,3481.2,3481.2,6802.72,0.2653,0.5183,0.3333,0.55,0.9391,1,1
208,100000208,53,30,1,rent,9439.99,1888.0,1259.15,0,2705.67,4518.8,60,12587.13,employee,0.0,0.0,225.94,136386.15,8.84,2820.57,3046.51,3046.51,0.242,0.242,0.3333,0.45,0.9029,1,1
209,100000209,56,35,2,rent,17771.51,3554.3,2340.13,0,5171.81,0.0,60,23665.94,employee,0.0,1044.52,0.0,301146.29,16.16,7348.92,8393.44,8393.44,0.3547,0.3547,0.3333,0.45,1.0604,0,1
210,100000210,40,19,3,rent,32027.7,6405.54,4228.4,0,6612.16,36046.04,60,42661.64,employee,0.0,0.0,1802.3,387148.42,12.54,8717.92,10520.22,10520.22,0.2466,0.2466,0.3333,0.45,0.7562,1,1
211,100000211,38,15,3,mortgage,25443.25,5088.65,3634.98,1,0.0,22143.95,60,34166.87,employee,7200.17,2290.01,1107.2,139517.43,11.45,3064.85,6462.06,13662.23,0.1891,0.3999,0.3333,0.65,0.3403,1,1
212,100000212,22,0,1,rent,4857.95,971.59,667.4,0,1236.46,7054.99,60,6496.94,employee,0.0,0.0,352.75,84532.21,17.08,2104.48,2457.23,2457.23,0.3782,0.3782,0.3333,0.45,1.0843,0,1
213,100000213,36,13,1,rent,5492.7,1098.54,724.57,0,1059.25,2413.53,60,7315.81,employee,0.0,926.92,120.68,23737.31,7.96,480.85,1528.45,1528.45,0.2089,0.2089,0.3333,0.45,0.2704,1,1
214,100000214,60,0,1,rent,8790.92,1758.18,1198.3,0,2162.05,0.0,60,11747.4,retired,0.0,1148.34,0.0,174727.67,10.98,3797.26,4945.6,4945.6,0.421,0.421,0.25,0.45,1.2395,0,1
215,100000215,40,19,3,mortgage,21424.75,4284.95,2806.46,1,0.0,0.0,60,28516.16,employee,5432.8,0.0,0.0,116806.47,10.05,2484.67,2484.67,7917.47,0.0871,0.2776,0.3333,0.65,0.3413,1,1
216,100000216,40,18,3,rent,27005.84,5401.17,3817.69,0,5348.87,24948.73,60,36224.7,employee,0.0,0.0,1247.44,121893.77,7.93,2467.48,3714.92,3714.92,0.1026,0.1026,0.3333,0.45,0.2804,1,1
217,100000217,63,0,2,rent,13308.18,2661.64,1769.45,0,3136.88,18852.0,60,17739.26,retired,0.0,2077.61,942.6,77033.68,16.8,1906.21,4926.42,4926.42,0.2777,0.2777,0.25,0.45,0.3619,0,1
218,100000218,23,0,1,rent,10365.52,2073.1,1369.79,0,2033.52,0.0,60,13808.42,employee,0.0,0.0,0.0,204696.0,13.65,4725.86,4725.86,4725.86,0.3422,0.3422,0.3333,0.45,1.2353,0,1
219,100000219,33,12,2,rent,17051.3,3410.26,2297.73,0,4984.42,13648.47,60,22759.28,employee,0.0,0.0,682.42,249696.21,10.64,5384.28,6066.7,6066.7,0.2666,0.2666,0.3333,0.45,0.9143,1,1
220,100000220,53,29,1,rent,4725.66,945.13,585.72,0,1155.48,0.0,60,6256.51,employee,0.0,270.02,0.0,108882.72,7.82,2198.38,2468.4,2468.4,0.3945,0.3945,0.3333,0.45,1.4503,0,1
221,100000221,45,22,3,mortgage,31198.62,6239.72,4024.01,1,0.0,13886.09,60,41462.36,employee,7529.91,0.0,694.3,663384.36,14.28,15532.26,16226.56,23756.47,0.3914,0.573,0.3333,0.65,1.3333,0,1
222,100000222,28,5,1,rent,4224.55,844.91,573.52,0,890.85,0.0,60,5642.98,employee,0.0,0.0,0.0,98081.84,5.77,1885.72,1885.72,1885.72,0.3342,0.3342,0.3333,0.45,1.4484,0,1
223,100000223,68,0,1,mortgage,6767.96,1353.59,875.13,1,0.0,9002.52,60,8996.68,retired,1943.91,0.0,450.13,164653.14,14.16,3844.86,4294.99,6238.9,0.4774,0.6935,0.25,0.55,1.5251,0,1
224,100000224,34,10,2,mortgage,16812.8,3362.56,2365.99,1,0.0,5777.83,60,22541.35,employee,5706.94,0.0,288.89,323225.63,9.25,6748.92,7037.81,12744.75,0.3122,0.5654,0.3333,0.65,1.1949,1,1
225,100000225,45,22,3,rent,32177.73,6435.55,4021.89,0,7171.83,0.0,60,42635.16,employee,0.0,0.0,0.0,492040.96,6.77,9689.7,9689.7,9689.7,0.2273,0.2273,0.3333,0.45,0.9617,1,1
226,100000226,40,18,3,rent,44943.67,8988.73,5862.67,0,10651.43,18645.12,60,59795.08,employee,0.0,0.0,932.26,1048825.51,14.85,24868.98,25801.24,25801.24,0.4315,0.4315,0.3333,0.45,1.4617,0,1
227,100000227,22,1,1,rent,8869.02,1773.8,1197.7,0,1875.93,3831.98,60,11840.53,employee,0.0,0.0,191.6,122272.49,17.03,3040.76,3232.36,3232.36,0.273,0.273,0.3333,0.45,0.8606,1,1
228,100000228,40,20,3,rent,20572.95,4114.59,2777.95,0,4786.14,0.0,60,27465.5,employee,0.0,0.0,0.0,505013.2,14.51,11884.73,11884.73,11884.73,0.4327,0.4327,0.3333,0.45,1.5323,0,1
229,100000229,47,26,1,rent,7607.84,1521.57,1005.66,0,1502.26,4947.88,60,10135.07,employee,0.0,0.0,247.39,176331.11,14.17,4118.47,4365.86,4365.86,0.4308,0.4308,0.3333,0.45,1.4498,0,1
230,100000230,30,7,1,rent,6336.0,1267.2,832.37,0,1562.42,4349.07,60,8435.57,employee,0.0,0.0,217.45,88271.81,8.43,1808.05,2025.5,2025.5,0.2401,0.2401,0.3333,0.45,0.872,1,1
231,100000231,44,23,2,mortgage,13759.37,2751.87,1808.41,1,0.0,3828.26,60,18319.66,employee,3995.27,856.16,191.41,223456.25,9.5,4693.0,5740.57,9735.84,0.3134,0.5314,0.3333,0.65,1.0165,1,1
232,100000232,48,24,3,mortgage,24914.97,4982.99,3130.7,1,0.0,0.0,60,33028.67,employee,8439.39,0.0,0.0,486803.59,10.6,10487.44,10487.44,18926.83,0.3175,0.573,0.3333,0.65,1.2282,1,1
233,100000233,62,0,1,mortgage,10980.5,2196.1,1432.07,1,0.0,8907.7,60,14608.67,retired,2411.01,621.18,445.39,217345.54,4.82,4083.68,5150.25,7561.26,0.3525,0.5176,0.25,0.55,1.2398,0,1
234,100000234,49,25,1,rent,6943.98,1388.8,902.59,0,1615.35,6482.14,60,9235.37,employee,0.0,611.15,324.11,75135.61,12.16,1677.43,2612.69,2612.69,0.2829,0.2829,0.3333,0.45,0.678,1,1
